Date,Is returning customer,Gross sales,Discounts,Returns,Net sales,Shipping,Tax,Duties,Total sales,Orders,Customer count,Ordered quantity,Returned quantity,Net quantity,Units per transaction,Avg. order value,Cost of goods sold,Gross profit,Items,Avg. number of items
2024-08-05,TRUE,460.6,17.57,0,443.03,98.08,0,0,541.11,11,10,19,0,19,1.73,40.28,181.42,261.61,,
2024-08-06,FALSE,187.5,0,0,187.5,33.76,0,0,221.26,3,3,13,0,13,4.33,62.5,62.25,125.25,,
2024-08-06,TRUE,113.5,0,0,113.5,24.58,0,0,138.08,3,3,7,0,7,2.33,37.83,15.82,97.68,,
2024-08-07,FALSE,103.5,6.6,0,96.9,23.35,0,0,120.25,2,2,4,0,4,2,48.45,23.19,73.71,,
2024-08-07,TRUE,280.2,0,0,280.2,33.23,0,0,313.43,7,7,12,0,12,1.71,40.03,85.22,194.98,,
2024-08-08,FALSE,890.9,79.67,0,811.23,122.29,1.64,0,935.16,21,14,58,0,58,2.76,38.63,297.7,513.53,,
2024-08-08,TRUE,995.25,122.66,19.67,852.92,170.96,0,0,1023.88,20,20,36,0,36,1.8,43.63,337.36,515.56,,
2024-08-09,FALSE,262.5,24.25,0,238.25,36.11,0,0,274.36,4,4,7,0,7,1.75,59.56,87.18,151.07,,
2024-08-09,TRUE,482.5,18.75,0,463.75,58.83,0,0,522.58,7,7,21,0,21,3,66.25,166.88,296.87,,
2024-08-10,FALSE,2546,16.88,0,2529.12,53.98,0,0,2583.1,118,13,168,0,168,1.42,21.43,736.68,1792.44,,
2024-08-10,TRUE,220,24.39,0,195.61,33.19,0,0,228.8,5,5,16,0,16,3.2,39.12,52.31,143.3,,
2024-08-11,FALSE,1793,10.88,12,1770.12,59.74,1.34,0,1831.2,91,7,124,1,123,1.36,19.58,552.82,1217.3,,
2024-08-11,TRUE,91.7,0,0,91.7,18.2,0,0,109.9,2,2,6,0,6,3,45.85,43.3,48.4,,
2024-08-12,FALSE,91.7,7.92,0,83.78,16.45,0,0,100.23,4,4,8,0,8,2,20.95,42.74,41.04,,
2024-08-12,TRUE,298.7,10.88,66,221.82,62.09,0,0,283.91,7,6,18,3,15,2.57,41.12,96.91,124.91,,
2024-08-13,FALSE,197,3.75,0,193.25,59.99,0,0,253.24,6,6,11,0,11,1.83,32.21,64.48,128.77,,
2024-08-13,TRUE,174.8,0,0,174.8,14.69,0,0,189.49,2,2,6,0,6,3,87.4,67.71,107.09,,
2024-08-14,FALSE,64.5,8.33,0,56.17,23.71,0,0,79.88,5,5,9,0,9,1.8,11.23,16.18,39.99,,
2024-08-14,TRUE,481.4,3.75,0,477.65,99.5,0,0,577.15,15,14,34,2,32,2.27,31.84,96.39,381.26,,
2024-08-15,FALSE,1129.5,7.5,0,1122,80.09,0,0,1202.09,39,7,56,0,56,1.44,28.77,132.28,989.72,,
2024-08-15,TRUE,208.5,0,0,208.5,60.96,0,0,269.46,6,6,14,0,14,2.33,34.75,30.24,178.26,,
2024-08-16,FALSE,37.5,0,0,37.5,8.4,0,0,45.9,1,1,4,0,4,4,37.5,11.65,25.85,,
2024-08-16,TRUE,120,23.1,0,96.9,9.99,0,0,106.89,2,2,5,0,5,2.5,48.45,16.88,80.02,,
2024-08-17,FALSE,2425.5,6.6,0,2418.9,49.6,0,0,2468.5,94,6,157,0,157,1.67,25.73,714.41,1704.49,,
2024-08-17,TRUE,201,0,0,201,25.02,0,0,226.02,3,3,11,0,11,3.67,67,82.04,118.96,,
2024-08-18,FALSE,711,12.2,0,698.8,52.94,0,0,751.74,24,8,37,0,37,1.54,29.12,195.5,503.3,,
2024-08-18,TRUE,296.33,0,0,296.33,51.14,0,0,347.47,6,6,12,0,12,2,49.39,110.7,185.63,,
2024-08-19,FALSE,294.2,24.42,0,269.78,28.09,0,0,297.87,4,4,9,0,9,2.25,67.45,113.76,156.02,,
2024-08-19,TRUE,386.5,19.42,0,367.08,115.8,0,0,482.88,14,12,28,0,28,2,26.22,63.5,303.58,,
2024-08-20,FALSE,324,23.6,0,300.4,59.26,0,0,359.66,7,7,16,0,16,2.29,42.91,93.12,207.28,,
2024-08-20,TRUE,347,0,0,347,34.47,0,0,381.47,4,3,18,0,18,4.5,86.75,43.52,303.48,,
2024-08-21,FALSE,292.4,6.27,0,286.13,45.71,0,0,331.84,6,6,18,1,17,3,47.69,108.26,177.87,,
2024-08-21,TRUE,116.5,0,12.5,104,33.17,0,0,137.17,7,7,8,2,6,1.14,16.64,36.69,67.31,,
2024-08-22,FALSE,901.5,0,68.93,832.57,28.54,0,0,861.11,36,6,60,2,58,1.67,25.04,256.44,576.13,,
2024-08-22,TRUE,143.75,0,0,143.75,34.47,0,0,178.22,4,4,4,0,4,1,35.94,15.13,128.62,,
2024-08-23,FALSE,332.5,0,0,332.5,83.56,0,0,416.06,8,8,18,0,18,2.25,41.56,119.23,213.27,,
2024-08-23,TRUE,432.8,34.45,0,398.35,80.7,0,0,479.05,8,8,21,0,21,2.63,49.79,129.61,268.74,,
2024-08-24,FALSE,3725.13,141.36,0,3583.77,149.58,0,0,3733.35,131,16,235,0,235,1.79,27.36,959.24,2624.53,,
2024-08-24,TRUE,478.7,0,0,478.7,89.98,0,0,568.68,10,10,33,0,33,3.3,47.87,170.05,308.65,,
2024-08-25,FALSE,1504,25.5,0,1478.5,59.86,0,0,1538.36,64,7,94,0,94,1.47,23.1,427.66,1050.84,,
2024-08-25,TRUE,293.5,16.6,0,276.9,71.64,0,0,348.54,8,8,16,0,16,2,34.61,93.76,183.14,,
2024-08-26,FALSE,159.5,8.45,200,-48.95,49.51,0,0,0.56,6,6,8,0,8,1.33,25.18,52.7,-101.65,,
2024-08-26,TRUE,199.5,0,0,199.5,30.52,0,0,230.02,3,3,6,0,6,2,66.5,58.47,141.03,,
2024-08-27,FALSE,209,27.13,0,181.87,47.22,0,0,229.09,4,4,14,0,14,3.5,45.47,70.46,111.41,,
2024-08-27,TRUE,277,48.07,0,228.93,113.71,0,0,342.64,13,4,21,0,21,1.62,17.61,90.26,138.67,,
2024-08-28,FALSE,449.9,26.97,35.55,387.38,35.67,0,0,423.05,6,6,25,3,22,4.17,70.49,162,225.38,,
2024-08-28,TRUE,241.7,26.22,0,215.48,74.29,0,0,289.77,13,5,18,0,18,1.38,16.58,83.92,131.56,,
2024-08-29,FALSE,1330.5,33.51,0,1296.99,81.07,0,0,1378.06,55,9,89,0,89,1.62,23.58,375.95,921.04,,
2024-08-29,TRUE,333.47,29.1,0,304.37,90.7,0,0,395.07,11,9,20,0,20,1.82,27.67,136.22,168.15,,
2024-08-30,FALSE,766.1,133.38,0,632.72,125.52,0,0,758.24,11,11,30,0,30,2.73,57.52,250.43,382.29,,
2024-08-30,TRUE,1567.11,316.16,0,1250.95,210.31,0,0,1461.26,26,23,62,0,62,2.38,48.11,606.15,644.8,,
2024-08-31,FALSE,2340.5,85.54,0,2254.96,122.93,0,0,2377.89,90,19,131,0,131,1.46,25.06,634.1,1620.86,,
2024-08-31,TRUE,920.7,111.15,0,809.55,134.23,0,0,943.78,15,15,57,0,57,3.8,53.97,315.49,494.06,,
2024-09-01,FALSE,1498.5,94.2,0,1404.3,114.6,0,0,1518.9,52,11,106,0,106,2.04,27.01,424.09,980.21,,
2024-09-01,TRUE,480,76,0,404,50.55,0,0,454.55,6,6,19,0,19,3.17,67.33,135.2,268.8,,
2024-09-02,FALSE,771.6,141.12,0,630.48,80.32,0,0,710.8,8,8,22,0,22,2.75,78.81,315.61,314.87,,
2024-09-02,TRUE,1552.2,293.64,0,1258.56,223.16,0,0,1481.72,23,23,88,0,88,3.83,54.72,504.59,753.97,,
2024-09-03,FALSE,84.5,3.45,0,81.05,31.26,0,0,112.31,3,3,7,0,7,2.33,27.02,24.18,56.87,,
2024-09-03,TRUE,920.2,230.9,0,689.3,136.98,0,0,826.28,17,16,50,0,50,2.94,40.55,335.14,354.16,,
2024-09-04,FALSE,375,26.98,0,348.02,84.54,0,0,432.56,9,9,28,0,28,3.11,38.67,122.5,225.52,,
2024-09-04,TRUE,1251.16,153.34,0,1097.82,241.35,0,0,1339.17,26,26,70,0,70,2.69,42.22,456.39,641.43,,
2024-09-05,FALSE,499.7,51.81,0,447.89,88.05,0,0,535.94,10,10,40,0,40,4,44.79,177.03,270.86,,
2024-09-05,TRUE,726.7,126.68,0,600.02,143.62,0,0,743.64,16,15,44,0,44,2.75,37.5,260.95,339.07,,
2024-09-06,FALSE,334.7,28.13,0,306.57,45.59,0,0,352.16,5,5,21,0,21,4.2,61.31,133.2,173.37,,
2024-09-06,TRUE,286.63,24.12,0,262.51,56.69,0,0,319.2,8,7,18,0,18,2.25,32.81,94.82,167.69,,
2024-09-07,FALSE,1705.53,3.75,0,1701.78,75.65,0,0,1777.43,85,10,115,0,115,1.35,20.02,554.63,1147.15,,
2024-09-07,TRUE,227.5,11.25,0,216.25,43.04,0,0,259.29,5,5,14,0,14,2.8,43.25,78.01,138.24,,
2024-09-08,FALSE,830.5,29.71,0,800.79,41.27,0,0,842.06,37,6,50,0,50,1.35,21.64,202.78,598.01,,
2024-09-08,TRUE,294.25,10.43,0,283.82,60.21,0,0,344.03,7,7,15,0,15,2.14,40.55,80.49,203.33,,
2024-09-09,FALSE,251,73.5,0,177.5,48.61,0,0,226.11,6,6,10,0,10,1.67,29.58,51.71,125.79,,
2024-09-09,TRUE,200,18.75,0,181.25,47.68,0,0,228.93,5,5,18,0,18,3.6,36.25,65.67,115.58,,
2024-09-10,FALSE,443,14.48,0,428.52,55.68,0,0,484.2,6,6,24,0,24,4,71.42,171.48,257.04,,
2024-09-10,TRUE,223.2,0,0,223.2,25.88,0,0,249.08,4,5,9,0,9,2.25,55.8,91.82,131.38,,
2024-09-11,FALSE,1048.5,754.4,0,294.1,84.35,0,0,378.45,9,9,84,0,84,9.33,32.68,345.54,-51.44,,
2024-09-11,TRUE,1038,16.87,25,996.13,236.04,0,0,1232.17,30,30,67,2,65,2.23,34.04,356.38,639.75,,
2024-09-12,FALSE,323.5,13.38,0,310.12,72.47,0,0,382.59,8,8,18,0,18,2.25,38.77,129.12,181,,
2024-09-12,TRUE,393.63,27.75,37.5,328.38,101.17,0,0,429.55,11,11,21,4,17,1.91,33.26,96.37,232.01,,
2024-09-13,FALSE,419.2,25.32,0,393.88,47.76,0,0,441.64,7,7,25,0,25,3.57,56.27,153.19,240.69,,
2024-09-13,TRUE,382.2,7.7,0,374.5,57.76,0,0,432.26,6,6,16,0,16,2.67,62.42,150.21,224.29,,
2024-09-14,FALSE,1681.4,10.63,0,1670.77,39.49,0,0,1710.26,75,12,106,0,106,1.41,22.28,485.16,1185.61,,
2024-09-14,TRUE,202.5,11.75,0,190.75,28.98,0,0,219.73,5,5,18,0,18,3.6,38.15,69.35,121.4,,
2024-09-15,FALSE,856.5,9.9,0,846.6,26.21,0,0,872.81,31,6,42,0,42,1.35,27.31,223.32,623.28,,
2024-09-15,TRUE,231,4.75,0,226.25,30.36,0,0,256.61,5,5,11,0,11,2.2,45.25,86.09,140.16,,
2024-09-16,FALSE,509.7,35.5,0,474.2,96.88,0,0,571.08,11,11,26,0,26,2.36,43.11,185.72,288.48,,
2024-09-16,TRUE,235,4.37,0,230.63,26.29,0,0,256.92,5,5,14,0,14,2.8,46.13,90.07,140.56,,
2024-09-17,FALSE,294.5,1.88,0,292.62,26.18,0,0,318.8,6,6,21,0,21,3.5,48.77,108.28,184.34,,
2024-09-17,TRUE,1060.7,76.41,0,984.29,75.19,0,0,1059.48,18,18,59,0,59,3.28,54.68,315.19,669.1,,
2024-09-18,FALSE,348,24,0,324,56.1,1.37,0,381.47,7,7,13,1,12,1.86,46.29,77.12,246.88,,
2024-09-18,TRUE,401.7,142.09,0,259.61,55.68,0,0,315.29,9,8,10,0,10,1.11,28.85,152.36,107.25,,
2024-09-19,FALSE,141,17.85,0,123.15,21.7,0,0,144.85,2,2,8,0,8,4,61.58,28.66,94.49,,
2024-09-19,TRUE,544.4,24.09,0,520.31,57.84,0,0,578.15,9,8,20,0,20,2.22,57.81,176.84,343.47,,
2024-09-20,FALSE,307,17.85,0,289.15,68.23,0,0,357.38,6,6,13,0,13,2.17,48.19,62.67,226.48,,
2024-09-20,TRUE,355,13.11,0,341.89,41.03,0,0,382.92,6,5,75,0,75,12.5,56.98,23.1,318.79,,
2024-09-21,FALSE,1351,3.75,20,1327.25,19.07,1.73,0,1348.05,72,4,83,1,82,1.15,18.71,362.38,964.87,,
2024-09-21,TRUE,215.5,18.53,0,196.97,16.95,0,0,213.92,3,3,6,0,6,2,65.66,45.63,151.34,,
2024-09-22,FALSE,600,0,0,600,0,0,0,600,33,,37,0,37,1.12,18.18,126.03,473.97,,
2024-09-22,TRUE,378.63,8.48,0,370.15,34.91,0,0,405.06,9,8,13,0,13,1.44,41.13,134.22,235.93,,
2024-09-23,FALSE,252,1.88,0,250.12,47.17,0,0,297.29,6,6,12,0,12,2,41.69,60.27,189.85,,
2024-09-23,TRUE,216,3.75,0,212.25,38.13,0,0,250.38,5,5,11,0,11,2.2,42.45,61.96,150.29,,
2024-09-24,FALSE,781,646.6,0,134.4,35.12,0,0,169.52,4,4,39,0,39,9.75,33.6,27.51,106.89,,
2024-09-24,TRUE,1068.13,3.75,0,1064.38,64.35,0,0,1128.73,23,20,45,0,45,1.96,46.28,347.38,717,,
2024-09-25,FALSE,521,38.6,0,482.4,40.63,0,0,523.03,13,13,23,0,23,1.77,37.11,132.48,349.92,,
2024-09-25,TRUE,644.23,81.36,0,562.87,36.36,0,0,599.23,10,9,21,0,21,2.1,56.29,214.51,348.36,,
2024-09-26,FALSE,1135,124.72,0,1010.28,293.34,0,0,1303.62,28,28,69,0,69,2.46,36.08,301.34,708.94,,
2024-09-26,TRUE,331.08,8.74,0,322.34,64.48,0,0,386.82,10,9,15,0,15,1.5,32.23,127.16,195.18,,
2024-09-27,FALSE,1444,116.39,0,1327.61,109.38,0,0,1436.99,38,38,77,0,77,2.03,34.94,386.69,940.92,,
2024-09-27,TRUE,3594.43,197.69,0,3396.74,60.94,0,0,3457.68,59,55,174,0,174,2.95,57.57,1330.32,2066.42,,
2024-09-28,FALSE,1409,60.33,0,1348.67,106.18,0,0,1454.85,55,12,80,0,80,1.45,24.52,385.35,963.32,,
2024-09-28,TRUE,129.5,4.37,0,125.13,41.02,0,0,166.15,4,4,10,0,10,2.5,31.28,44.12,81.01,,
2024-09-29,FALSE,594.5,49.21,0,545.29,124.59,0,0,669.88,15,15,38,0,38,2.53,36.35,148.93,396.36,,
2024-09-29,TRUE,85,3.75,0,81.25,18.54,0,0,99.79,2,2,6,0,6,3,40.63,19.35,61.9,,
2024-09-30,FALSE,716,57.85,0,658.15,172.19,0,0,830.34,17,17,41,0,41,2.41,38.71,218.01,440.14,,
2024-09-30,TRUE,1102.8,30.2,0,1072.6,316.69,0,0,1389.29,43,38,49,0,49,1.14,24.94,345.9,726.7,,
2024-10-01,FALSE,970.2,32.87,0,937.33,98.05,0,0,1035.38,33,13,61,0,61,1.85,28.4,278.88,658.45,,
2024-10-01,TRUE,1059,3.75,0,1055.25,170.66,0,0,1225.91,26,26,52,0,52,2,40.59,236.44,818.81,,
2024-10-02,FALSE,417.7,18.76,0,398.94,102.78,0,0,501.72,11,11,28,0,28,2.55,36.27,154.23,244.71,,
2024-10-02,TRUE,377,16.6,0,360.4,35.75,1.78,0,397.93,11,9,22,0,22,2,32.76,94.87,265.53,,
2024-10-03,FALSE,488.2,41.98,0,446.22,98.91,0,0,545.13,10,10,27,0,27,2.7,44.62,148.46,297.76,,
2024-10-03,TRUE,241,3.75,0,237.25,46.73,0,0,283.98,6,6,13,0,13,2.17,39.54,74.29,162.96,,
2024-10-04,FALSE,191,14.78,0,176.22,54.85,0,0,231.07,6,6,9,0,9,1.5,29.37,54.15,122.07,,
2024-10-04,TRUE,336.66,0,0,336.66,29.54,0,0,366.2,4,4,5,0,5,1.25,84.16,154.32,182.34,,
2024-10-05,FALSE,1896.9,19.38,0,1877.52,49.55,1.5,0,1928.57,76,9,118,0,118,1.55,24.7,576.97,1300.55,,
2024-10-05,TRUE,317.5,0,0,317.5,50.72,0,0,368.22,6,5,14,0,14,2.33,52.92,92.02,225.48,,
2024-10-06,FALSE,709.5,12.38,0,697.12,35.78,0,0,732.9,28,7,55,0,55,1.96,24.9,219.21,477.91,,
2024-10-06,TRUE,306,0,0,306,43.82,0,0,349.82,6,6,23,0,23,3.83,51,95.8,210.2,,
2024-10-07,FALSE,230.9,8.13,0,222.77,51.76,0,0,274.53,8,8,16,0,16,2,27.85,85.15,137.62,,
2024-10-07,TRUE,389.58,36.45,0,353.13,53.46,0,0,406.59,12,12,23,0,23,1.92,29.43,124.96,228.17,,
2024-10-08,FALSE,308,6.6,0,301.4,32.94,0,0,334.34,6,6,20,0,20,3.33,50.23,106.25,195.15,,
2024-10-08,TRUE,1153.75,38.5,0,1115.25,124.98,0,0,1240.23,22,17,55,0,55,2.5,50.69,315,800.25,,
2024-10-09,FALSE,346,5.63,0,340.37,24.26,0,0,364.63,12,5,23,0,23,1.92,28.36,76.01,264.36,,
2024-10-09,TRUE,692.2,90.33,0,601.87,220.1,0,0,821.97,26,16,38,0,38,1.46,23.15,227.73,374.14,,
2024-10-10,FALSE,432.63,45.55,0,387.08,59.32,0,0,446.4,11,11,29,0,29,2.64,35.19,138.28,248.8,,
2024-10-10,TRUE,829.2,40.54,22.5,766.16,85.55,0,0,851.71,16,16,56,1,55,3.5,49.29,251.12,515.04,,
2024-10-11,FALSE,165,5.63,0,159.37,32.27,0,0,191.64,4,5,14,0,14,3.5,39.84,54.7,104.67,,
2024-10-11,TRUE,259,0,0,259,29.3,0,0,288.3,7,7,19,0,19,2.71,37,77.58,181.42,,
2024-10-12,FALSE,2253,17.75,12,2223.25,63.36,0,0,2286.61,91,7,127,1,126,1.4,24.56,406.7,1816.55,,
2024-10-12,TRUE,130,0,0,130,24.38,0,0,154.38,3,3,6,0,6,2,43.33,39.88,90.12,,
2024-10-13,FALSE,988.7,6.6,0,982.1,40.11,0,0,1022.21,44,6,67,0,67,1.52,22.32,301.29,680.81,,
2024-10-13,TRUE,261.13,8.35,0,252.78,40.76,0,0,293.54,7,7,15,0,15,2.14,36.11,83.02,169.76,,
2024-10-14,FALSE,731.2,19.74,0,711.46,109.75,0,0,821.21,16,16,39,0,39,2.44,44.47,240.4,471.06,,
2024-10-14,TRUE,229,24.55,0,204.45,63.29,0,0,267.74,6,5,16,0,16,2.67,34.07,86.91,117.54,,
2024-10-15,FALSE,251,20.38,0,230.62,35.36,0,0,265.98,5,5,15,0,15,3,46.12,81.89,148.73,,
2024-10-15,TRUE,579.2,24.5,0,554.7,74.74,0,0,629.44,12,12,31,0,31,2.58,46.23,167.47,387.23,,
2024-10-16,FALSE,335.5,5.63,0,329.87,20.29,0,0,350.16,6,6,22,0,22,3.67,54.98,96.26,233.61,,
2024-10-16,TRUE,533.7,16.63,0,517.07,52.46,0,0,569.53,10,10,21,0,21,2.1,51.71,166.15,350.92,,
2024-10-17,FALSE,463.7,5.63,0,458.07,67.9,0,0,525.97,9,9,26,0,26,2.89,50.9,141.19,316.88,,
2024-10-17,TRUE,162,21.24,0,140.76,45.3,0,0,186.06,5,4,8,0,8,1.6,28.15,47.23,93.53,,
2024-10-18,FALSE,353,10.88,0,342.12,40.88,0,0,383,7,7,26,0,26,3.71,48.87,104.36,237.76,,
2024-10-18,TRUE,138,3.75,0,134.25,22.67,0,0,156.92,5,5,15,0,15,3,26.85,43.89,90.36,,
2024-10-19,FALSE,1911.5,49.06,0,1862.44,109.6,0,0,1972.04,74,9,131,0,131,1.77,25.17,574.71,1287.73,,
2024-10-19,TRUE,550.5,16.95,0,533.55,62.54,0,0,596.09,10,10,30,0,30,3,53.36,144.57,388.98,,
2024-10-20,FALSE,1028.7,12.25,0,1016.45,47.9,0,0,1064.35,39,10,73,0,73,1.87,26.06,409.78,606.67,,
2024-10-20,TRUE,187,7.7,0,179.3,33.78,0,0,213.08,4,4,9,0,9,2.25,44.83,63.36,115.94,,
2024-10-21,FALSE,192.5,13.13,0,179.37,34.01,0,0,213.38,4,4,16,0,16,4,44.84,61.76,117.61,,
2024-10-21,TRUE,132.3,0,0,132.3,8.18,0,0,140.48,2,2,2,0,2,1,66.15,37.84,94.46,,
2024-10-22,FALSE,343.5,3,0,340.5,33.92,0,0,374.42,7,7,22,0,22,3.14,48.64,107.43,233.07,,
2024-10-22,TRUE,430,40.5,0,389.5,47.02,0,0,436.52,8,8,21,0,21,2.63,48.69,139.06,250.44,,
2024-10-23,FALSE,332,42.3,0,289.7,72.87,0,0,362.57,6,6,21,0,21,3.5,48.28,86.19,203.51,,
2024-10-23,TRUE,440.5,9.9,0,430.6,37.66,0,0,468.26,8,8,27,0,27,3.38,53.83,116.59,314.01,,
2024-10-24,FALSE,50,1.88,0,48.12,17.4,0,0,65.52,2,3,3,0,3,1.5,24.06,15.4,32.72,,
2024-10-24,TRUE,273.5,0,0,273.5,70.63,0,0,344.13,8,9,14,0,14,1.75,34.19,44.55,228.95,,
2024-10-25,FALSE,622.5,24.53,25,572.97,27.47,0,0,600.44,16,13,51,2,49,3.19,37.37,176.46,396.51,,
2024-10-25,TRUE,2133.33,12.75,0,2120.58,17.62,0,0,2138.2,50,49,129,0,129,2.58,42.41,676.43,1444.15,,
2024-10-26,FALSE,1372,3.75,0,1368.25,27.79,0,0,1396.04,65,4,91,0,91,1.4,21.05,408.41,959.84,,
2024-10-26,TRUE,98.13,2.5,0,95.63,26.29,0,0,121.92,3,3,7,0,7,2.33,31.88,30.46,65.17,,
2024-10-27,FALSE,376.2,35.84,0,340.36,73.63,0,0,413.99,7,7,27,0,27,3.86,48.62,133.52,206.84,,
2024-10-27,TRUE,95.13,7.5,0,87.63,24.02,0,0,111.65,3,3,4,0,4,1.33,29.21,24.95,62.68,,
2024-10-28,FALSE,192.5,19.13,0,173.37,51.41,0,0,224.78,5,5,20,0,20,4,34.67,63.09,110.28,,
2024-10-28,TRUE,259.5,29.03,0,230.47,39.34,0,0,269.81,6,6,15,0,15,2.5,38.41,100.79,129.68,,
2024-10-29,FALSE,190,6.25,0,183.75,23.36,0,0,207.11,4,4,16,0,16,4,45.94,54.65,129.1,,
2024-10-29,TRUE,272.88,6.75,64.8,201.33,27.97,0,0,229.3,6,6,12,1,11,2,44.36,66.2,135.13,,
2024-10-30,FALSE,175.5,3.75,0,171.75,35.36,0,0,207.11,4,4,7,0,7,1.75,42.94,60.11,111.64,,
2024-10-30,TRUE,82.5,5.63,0,76.87,28.6,0,0,105.47,3,3,4,0,4,1.33,25.62,14.15,62.72,,
2024-10-31,FALSE,450.9,25.63,0,425.27,52.76,0,0,478.03,9,10,30,0,30,3.33,47.25,156.27,269,,
2024-10-31,TRUE,510,34.5,0,475.5,46.74,0,0,522.24,9,8,32,0,32,3.56,52.83,184.36,291.14,,
2024-11-01,FALSE,400.7,49.5,0,351.2,64.27,0,0,415.47,7,7,12,0,12,1.71,50.17,42.34,308.86,,
2024-11-01,TRUE,304.2,7.92,0,296.28,34.7,0,0,330.98,10,9,37,0,37,3.7,29.63,139.43,156.85,,
2024-11-02,FALSE,1001.08,0,0,1001.08,31.94,0,0,1033.02,41,7,59,0,59,1.44,24.42,298.18,702.9,,
2024-11-02,TRUE,346.1,7.5,0,338.6,24.32,0,0,362.92,6,6,17,0,17,2.83,56.43,93.04,245.56,,
2024-11-03,FALSE,872.5,16.3,0,856.2,70.4,0,0,926.6,29,9,57,0,57,1.97,29.52,273.46,582.74,,
2024-11-03,TRUE,808.33,52.24,0,756.09,146.18,0,0,902.27,18,17,42,0,42,2.33,42.01,221.74,534.35,,
2024-11-04,FALSE,172,2.5,0,169.5,44.23,0,0,213.73,6,6,17,0,17,2.83,28.25,57.46,112.04,,
2024-11-04,TRUE,699.83,22.96,0,676.87,97,0,0,773.87,15,15,39,0,39,2.6,45.12,233.44,443.43,,
2024-11-05,FALSE,257,10.35,0,246.65,45.32,0,0,291.97,5,5,13,0,13,2.6,49.33,85.25,161.4,,
2024-11-05,TRUE,215.13,19.28,0,195.85,39.74,0,0,235.59,4,4,6,0,6,1.5,48.96,48.68,147.17,,
2024-11-06,FALSE,423.83,30.45,0,393.38,45.17,0,0,438.55,8,8,20,0,20,2.5,49.17,172.17,221.21,,
2024-11-06,TRUE,399.2,19.18,0,380.02,67.93,0,0,447.95,10,10,15,0,15,1.5,38,119.19,260.83,,
2024-11-07,FALSE,301.5,12.5,0,289,56.99,0,0,345.99,7,7,23,0,23,3.29,41.29,101.95,187.05,,
2024-11-07,TRUE,194.25,16.05,0,178.2,40.17,0,0,218.37,4,4,7,0,7,1.75,44.55,37.55,140.65,,
2024-11-08,FALSE,422.5,20.64,0,401.86,67.4,0,0,469.26,8,8,24,0,24,3,50.23,112.98,288.88,,
2024-11-08,TRUE,195.2,0,0,195.2,11.82,0,0,207.02,4,4,10,0,10,2.5,48.8,72.75,122.45,,
2024-11-09,FALSE,808.5,7.5,0,801,49.08,0,0,850.08,35,4,57,0,57,1.63,22.89,243.77,557.23,,
2024-11-09,TRUE,693.4,1.87,0,691.53,27.09,0,0,718.62,10,10,43,0,43,4.3,69.15,232.64,458.89,,
2024-11-10,FALSE,1114.5,28.73,0,1085.77,70.77,0,0,1156.54,45,9,68,0,68,1.51,24.13,355.88,729.89,,
2024-11-10,TRUE,448.23,17.09,0,431.14,44.74,0,0,475.88,9,9,21,0,21,2.33,47.9,156.32,274.82,,
2024-11-11,FALSE,590.4,30.44,0,559.96,76.85,0,0,636.81,10,10,29,0,29,2.9,56,240.41,319.55,,
2024-11-11,TRUE,1010.4,16.5,0,993.9,104.97,0,0,1098.87,15,14,37,0,37,2.47,66.26,254.78,739.12,,
2024-11-12,FALSE,826,23.89,0,802.11,39.85,0,0,841.96,9,9,48,0,48,5.33,89.12,258.63,543.48,,
2024-11-12,TRUE,1044.1,30.98,0,1013.12,82.89,0,0,1096.01,16,15,55,0,55,3.44,63.32,292.47,720.65,,
2024-11-13,FALSE,509.4,53.75,0,455.65,15.2,0,0,470.85,5,5,21,0,21,4.2,91.13,208.62,247.03,,
2024-11-13,TRUE,419.93,15,0,404.93,50.72,0,0,455.65,8,8,26,0,26,3.25,50.62,115.61,289.32,,
2024-11-14,FALSE,932,116.78,13.5,801.72,59.3,0,0,861.02,14,14,69,0,69,4.93,58.23,289.44,512.28,,
2024-11-14,TRUE,1807.7,346.54,0,1461.16,224.52,0,0,1685.68,34,34,116,0,116,3.41,42.98,563.68,897.48,,
2024-11-15,FALSE,809.5,129.3,0,680.2,65.39,0,0,745.59,9,9,29,0,29,3.22,75.58,371.04,309.16,,
2024-11-15,TRUE,1031.5,166.8,0,864.7,51.72,0,0,916.42,13,13,58,0,58,4.46,66.52,276.78,587.92,,
2024-11-16,FALSE,1449.7,37.26,0,1412.44,68.9,0,0,1481.34,51,10,93,0,93,1.82,27.69,417.15,995.29,,
2024-11-16,TRUE,2181.15,351.34,0,1829.81,174.25,0,0,2004.06,32,31,129,0,129,4.03,57.18,787.16,1042.65,,
2024-11-17,FALSE,1087.2,83.49,0,1003.71,54.92,0,0,1058.63,30,10,60,0,60,2,33.46,221.32,782.39,,
2024-11-17,TRUE,585.2,101.37,0,483.83,74.16,0,0,557.99,11,11,36,0,36,3.27,43.98,170.24,313.59,,
2024-11-18,FALSE,114.5,15.13,0,99.37,30.21,0,0,129.58,3,3,4,0,4,1.33,33.12,40.57,58.8,,
2024-11-18,TRUE,806,125.8,0,680.2,75.77,0,0,755.97,14,14,41,0,41,2.93,48.59,261.14,419.06,,
2024-11-19,FALSE,550.4,96,0,454.4,18.29,0,0,472.69,7,7,36,0,36,5.14,64.91,149.27,305.13,,
